,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,games,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
1024,Cat,Accept,69,pilot02,william,pilot02_11_stac_1338677702,2,372,537,11,61,Assertion,k,799,Segment,0,0,pilot02_11_asoubeille_1359111850859,Question_answer_pair
1025,All,Other,70,pilot02,Cat,pilot02_12_stac_1338387704,2,377,50,12,62,Assertion,so if i want to put a settlement down,800,Segment,pilot02_12_asoubeille_1359112605734,EDU,0,0
1026,All,Other,70,pilot02,Cat,pilot02_12_stac_1338397704,2,378,81,12,62,Question,where can i do so?,801,Segment,pilot02_12_asoubeille_1359112605734,EDU,pilot02_12_nasher_1384110502062,Conditional
1027,Cat,Other,70,pilot02,Thomas,pilot02_12_stac_1338407704,2,379,117,12,62,Assertion,on one of your roads,802,Segment,0,0,pilot02_12_asoubeille_1359112611875,Question_answer_pair
1028,Cat,Other,70,pilot02,william,pilot02_12_stac_1338417704,2,380,203,12,62,Assertion,on any corner that has distance at least two to all other settlements,803,Segment,pilot02_12_asoubeille_1359112713921,EDU,0,0
1029,Cat,Other,70,pilot02,william,pilot02_12_stac_1338427704,2,381,233,12,62,Assertion,connected yes,804,Segment,pilot02_12_asoubeille_1359112713921,EDU,pilot02_12_asoubeille_1359112695625,Continuation
1030,"william, Thomas",Other,70,pilot02,Cat,pilot02_12_stac_1338457704,2,384,249,12,62,Assertion,thx,805,Segment,0,0,pilot02_12_asoubeille_1359112750218,Acknowledgement
1031,"william, Thomas",Other,70,pilot02,Cat,pilot02_12_stac_1338457704,2,384,249,12,62,Assertion,thx,805,Segment,0,0,pilot02_12_asoubeille_1359112779937,Acknowledgement
1032,?,Other,70,pilot02,Cat,pilot02_12_stac_1338467704,2,385,271,12,62,Assertion,well done,806,Segment,0,0,pilot02_12_asoubeille_1359112797718,Comment
1033,All,Other,70,pilot02,Thomas,pilot02_12_stac_1338477704,2,386,297,12,62,Question,3 knights?,807,Segment,0,0,pilot02_12_asoubeille_1359113139218,Clarification_question
1034,All,Other,70,pilot02,william,pilot02_12_stac_1338487704,2,387,332,12,62,Assertion,thanks for playing,808,Segment,0,0,pilot02_12_nasher_1384110589073,Acknowledgement
1035,All,Other,70,pilot02,Thomas,pilot02_12_stac_1338497704,2,388,350,12,62,Assertion,gg,809,Segment,0,0,pilot02_12_asoubeille_1359112855875,Comment
1036,Thomas,Other,70,pilot02,william,pilot02_12_stac_1338507704,2,389,370,12,62,Assertion,yiu,810,Segment,pilot02_12_asoubeille_1359112893890,EDU,0,0
1037,Thomas,Other,70,pilot02,william,pilot02_12_stac_1338517704,2,390,390,12,62,Assertion,yup,811,Segment,pilot02_12_asoubeille_1359112893890,EDU,pilot02_12_asoubeille_1359112871546,Correction
1038,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480862,2,390.1,427,12,62,Assertion,"Wow, that was fast.",812,Segment,0,0,pilot02_12_nasher_1463563389675,Comment
1039,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480862,2,390.1,427,12,62,Assertion,"Wow, that was fast.",812,Segment,0,0,pilot02_12_nasher_1463563403467,Comment
1040,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480862,2,390.1,427,12,62,Assertion,"Wow, that was fast.",812,Segment,0,0,pilot02_12_nasher_1463563408444,Comment
1041,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480865,2,390.2,455,12,62,Assertion,Well done.,813,Segment,0,0,pilot02_12_nasher_1463563442130,Comment
1042,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480865,2,390.2,455,12,62,Assertion,Well done.,813,Segment,0,0,pilot02_12_nasher_1463563467393,Comment
1043,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480865,2,390.2,455,12,62,Assertion,Well done.,813,Segment,0,0,pilot02_12_nasher_1463563474977,Comment
1044,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480868,2,390.3,520,12,62,Request,Please remember to send me your questionnaires.,814,Segment,0,0,pilot02_12_nasher_1463563457186,Continuation
1045,?,Other,70,pilot02,william,pilot02_12_stac_1338527704,2,391,538,12,62,Assertion,k,815,Segment,0,0,pilot02_12_nasher_1398875885904,Acknowledgement
1046,?,Other,70,pilot02,Thomas,pilot02_12_stac_1338537704,2,392,556,12,62,Assertion,ok,816,Segment,0,0,pilot02_12_asoubeille_1359112935953,Acknowledgement
1047,?,Other,70,pilot02,Cat,pilot02_12_stac_1338547704,2,393,571,12,62,Assertion,ok,817,Segment,0,0,pilot02_12_asoubeille_1359112946359,Acknowledgement
1048,All,Other,70,pilot02,Cat,pilot02_12_stac_1338557704,2,394,592,12,62,Assertion,bye then,818,Segment,0,0,pilot02_12_asoubeille_1359113029171,Continuation
1049,All,Other,70,pilot02,Cat,pilot02_12_stac_1338557704,2,394,592,12,62,Assertion,bye then,818,Segment,0,0,pilot02_12_nasher_1463563566223,Comment
1050,All,Other,70,pilot02,Cat,pilot02_12_stac_1338557704,2,394,592,12,62,Assertion,bye then,818,Segment,0,0,pilot02_12_nasher_1463563577007,Comment
1051,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480883,2,394.1,652,12,62,Assertion,For your £5 you'll have to sign a receipt.,819,Segment,0,0,pilot02_12_nasher_1463563548376,Continuation
1052,?,Other,70,pilot02,Cat,pilot02_12_stac_1338567704,2,395,667,12,62,Assertion,ok,820,Segment,0,0,pilot02_12_nasher_1398875926911,Acknowledgement
1053,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480889,2,395.1,700,12,62,Assertion,I'm in IF 3.24.,821,Segment,0,0,pilot02_12_nasher_1463563618542,Continuation
1054,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480892,2,395.2,761,12,62,Assertion,Should be there most of the time this week.,822,Segment,0,0,pilot02_12_nasher_1463563610134,Elaboration
1055,All,Other,70,pilot02,Markus,pilot02_12_stac_1463480895,2,395.3,792,12,62,Assertion,Thanks again!,823,Segment,0,0,pilot02_12_nasher_1463563630966,Comment
1056,?,Other,70,pilot02,Cat,pilot02_12_stac_1338577704,2,396,821,12,62,Assertion,"ok, I'll come by",824,Segment,0,0,pilot02_12_asoubeille_1359113042796,Acknowledgement
1057,?,Other,70,pilot02,Thomas,pilot02_12_stac_1338587704,2,397,847,12,62,Assertion,"ok, thanks",825,Segment,0,0,pilot02_12_asoubeille_1359113055531,Acknowledgement
1058,All,Other,71,pilot03,Euan,pilot03_01_stac_1455023542,3,0.1,42,1,63,Assertion,"Had to remake the game, too.",826,Segment,0,0,0,0
1059,All,Other,71,pilot03,Joel,pilot03_01_stac_1338324295,3,1,59,1,63,Assertion,uh oh,827,Segment,0,0,pilot03_01_jhunter_1458823710331,Narration
1060,All,Other,71,pilot03,Joel,pilot03_01_stac_1338334295,3,2,85,1,63,Assertion,it's all water,828,Segment,0,0,pilot03_01_sleva_1340649973894,Explanation
1061,Joel,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338344295,3,3,119,1,63,Assertion,thats ok for now,829,Segment,0,0,pilot03_01_sleva_1340650021715,Comment
1062,Joel,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338354295,3,4,158,1,63,Assertion,once jon sits down...,830,Segment,pilot03_01_nasher_1376803211731,EDU,0,0
1063,All,Other,71,pilot03,jon,pilot03_01_stac_1338364295,3,5,175,1,63,Assertion,ha ha!,831,Segment,0,0,pilot03_01_sleva_1340650086402,Comment
1064,Joel,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338374295,3,6,219,1,63,Assertion,then someone can hit start,832,Segment,pilot03_01_nasher_1376803059490,EDU,0,0
1065,Joel,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338374296,3,6,238,1,63,Assertion,and it'll populate,832,Segment,pilot03_01_nasher_1376803059490,EDU,pilot03_01_sleva_1340650071387,Result
1066,All,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338384295,3,7,277,1,63,Assertion,and _fingers crossed_,833,Segment,0,0,pilot03_01_sleva_1340650265684,Comment
1067,All,Other,71,pilot03,Joel,pilot03_01_stac_1338394295,3,8,291,1,63,Assertion,ok,834,Segment,pilot03_01_nasher_1376804085967,EDU,0,0
1068,All,Other,71,pilot03,Joel,pilot03_01_stac_1338394296,3,8,308,1,63,Assertion,"I am 4th player,",834,Segment,pilot03_01_nasher_1376804085967,EDU,pilot03_01_nasher_1376803670678,Continuation
1069,All,Other,71,pilot03,Joel,pilot03_01_stac_1338394297,3,8,324,1,63,Assertion,fingers crossed,834,Segment,pilot03_01_sleva_1340650765367,EDU,0,0
1070,All,Other,71,pilot03,Joel,pilot03_01_stac_1338394298,3,8,350,1,63,Assertion,that this works this time,834,Segment,pilot03_01_sleva_1340650765367,EDU,pilot03_01_nasher_1376803445768,Elaboration
1071,All,Other,71,pilot03,Euan,pilot03_01_stac_1338404295,3,9,373,1,63,Assertion,Right then.,835,Segment,0,0,pilot03_01_nasher_1376804213624,Acknowledgement
1072,All,Other,71,pilot03,Euan,pilot03_01_stac_1338414295,3,10,404,1,63,Assertion,Here goes nothing.,836,Segment,0,0,pilot03_01_sleva_1340650727305,Result
1073,All,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338524295,3,21,431,1,63,Assertion,yay!!!!!,837,Segment,0,0,pilot03_01_sleva_1340650746242,Result
1074,All,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338534295,3,22,476,1,63,Assertion,"i don't care who wins now,",838,Segment,pilot03_01_nasher_1376804327148,EDU,0,0
1075,All,Other,71,pilot03,Cardlinger,pilot03_01_stac_1338534296,3,22,497,1,63,Assertion,we get to playyyy!!!,838,Segment,pilot03_01_nasher_1376804327148,EDU,pilot03_01_nasher_1376804357091,Explanation
1076,All,Other,71,pilot03,Euan,pilot03_01_stac_1338544295,3,23,514,1,63,Assertion,Woo!,839,Segment,0,0,pilot03_01_nasher_1376804550805,Comment
1077,All,Other,71,pilot03,Cardlinger,pilot03_01_stacutil_1403100463,3,30,549,1,63,Assertion,good luck all :D,840,Segment,0,0,pilot03_01_nasher_1376804584520,Continuation
1078,All,Other,71,pilot03,Euan,pilot03_01_stacutil_1403100464,3,33,585,1,63,Assertion,Here's to a fun game :),841,Segment,0,0,pilot03_01_sleva_1340651774353,Comment
1079,All,Other,72,pilot03,Joel,pilot03_01_stac_1338714295,3,40,601,1,64,Assertion,hey,842,Segment,pilot03_01_nasher_1376804711751,EDU,0,0
1080,All,Offer,72,pilot03,Joel,pilot03_01_stac_1338714296,3,40,624,1,64,Question,anyone have any brick?,842,Segment,pilot03_01_nasher_1376804711751,EDU,pilot03_01_nasher_1376804621860,Continuation
1081,All,Offer,72,pilot03,Joel,pilot03_01_stac_1338724295,3,41,644,1,64,Question,or clay,843,Segment,pilot03_01_nasher_1376804711751,EDU,pilot03_01_sleva_1340651803924,Alternation
1082,Joel,Other,72,pilot03,Joel,pilot03_01_stac_1338724296,3,41,650,1,64,Assertion,sorry,843,Segment,pilot03_01_nasher_1376804711751,EDU,pilot03_01_sleva_1340651823243,Comment
1083,Joel,Refusal,72,pilot03,Cardlinger,pilot03_01_stacutil_1403100465,3,42,676,1,64,Assertion,nope :(,844,Segment,0,0,pilot03_01_nasher_1376804744562,Question_answer_pair
1084,Joel,Refusal,72,pilot03,jon,pilot03_01_stac_1338744295,3,43,690,1,64,Assertion,no,845,Segment,0,0,pilot03_01_nasher_1376804765446,Question_answer_pair
1085,Joel,Other,72,pilot03,Cardlinger,pilot03_01_stac_1338754295,3,44,726,1,64,Assertion,euan bagged a bit,846,Segment,0,0,pilot03_01_nasher_1376804823354,Contrast
1086,Joel,Other,72,pilot03,Cardlinger,pilot03_01_stac_1338754295,3,44,726,1,64,Assertion,euan bagged a bit,846,Segment,0,0,pilot03_01_nasher_1376804855292,Question_answer_pair
1087,Joel,Other,72,pilot03,Cardlinger,pilot03_01_stac_1338754296,3,44,734,1,64,Assertion,i think,846,Segment,0,0,pilot03_01_sleva_1340651893366,Comment
1088,Joel,Other,72,pilot03,Cardlinger,pilot03_01_stacutil_1403100466,3,45,778,1,64,Assertion,i rolled an 11 for him :D,847,Segment,0,0,pilot03_01_sleva_1340651928403,Explanation
1089,All,Offer,72,pilot03,Joel,pilot03_01_stac_1338774295,3,46,825,1,64,Assertion,"I am willing to do wheat --> clay,",848,Segment,pilot03_01_sleva_1340652218167,EDU,0,0
1090,All,Offer,72,pilot03,Joel,pilot03_01_stac_1338774296,3,46,843,1,64,Assertion, or wheat for ore,848,Segment,pilot03_01_sleva_1340652218167,EDU,pilot03_01_nasher_1413277904260,Alternation
1091,All,Other,72,pilot03,Euan,pilot03_01_stac_1338784295,3,47,893,1,64,Assertion,And I alt tab back from the tutorial.,849,Segment,0,0,pilot03_01_nasher_1376804923991,Continuation
1092,All,Other,72,pilot03,Euan,pilot03_01_stac_1338784296,3,47,904,1,64,Question,What's up?,849,Segment,0,0,pilot03_01_nasher_1376804939566,Clarification_question
1093,Euan,Offer,72,pilot03,Joel,pilot03_01_stac_1338794295,3,48,938,1,64,Question,do you want to trade?,850,Segment,0,0,pilot03_01_sleva_1340652287193,Q_Elab
1094,Euan,Other,72,pilot03,Cardlinger,pilot03_01_stac_1338804295,3,49,988,1,64,Assertion,joel fancies a bit of your clay,851,Segment,0,0,pilot03_01_sleva_1340652277074,Explanation
1095,Euan,Other,72,pilot03,Joel,pilot03_01_stac_1338814295,3,50,1004,1,64,Assertion,yes,852,Segment,0,0,pilot03_01_sleva_1340652382247,Acknowledgement
1096,Cardlinger,Other,72,pilot03,Joel,pilot03_01_stac_1338824295,3,51,1018,1,64,Assertion,!,853,Segment,0,0,pilot03_01_nasher_1376804994121,Comment
1097,Joel,Counteroffer,72,pilot03,Euan,pilot03_01_stac_1338834295,3,52,1043,1,64,Question,Whatcha got?,854,Segment,0,0,pilot03_01_sleva_1340652413783,Q_Elab
1098,Euan,Offer,72,pilot03,Joel,pilot03_01_stac_1338844295,3,53,1061,1,64,Assertion,wheat,855,Segment,0,0,pilot03_01_sleva_1340652443741,Question_answer_pair
1099,Joel,Accept,72,pilot03,Euan,pilot03_01_stac_1338854295,3,54,1095,1,64,Assertion,I can wheat for clay.,856,Segment,0,0,pilot03_01_sleva_1340652462782,Result
1100,Euan,Accept,72,pilot03,Joel,pilot03_01_stac_1338864295,3,55,1115,1,64,Assertion,awesome,857,Segment,0,0,pilot03_01_sleva_1340652499229,Acknowledgement
1101,Euan,Other,72,pilot03,Joel,pilot03_01_stac_1338884295,3,57,1157,1,64,Assertion,I just sent the trade request,858,Segment,0,0,pilot03_01_sleva_1340654236131,Result
1102,Joel,Other,72,pilot03,Euan,pilot03_01_stac_1338904295,3,59,1181,1,64,Assertion,I accepted.,859,Segment,0,0,pilot03_01_sleva_1340654238763,Result
1103,Euan,Other,72,pilot03,Joel,pilot03_01_stac_1338914295,3,60,1198,1,64,Assertion,cool,860,Segment,0,0,pilot03_01_sleva_1340654260507,Acknowledgement
1104,Euan,Other,72,pilot03,Joel,pilot03_01_stac_1338914296,3,60,1208,1,64,Assertion,it worked,860,Segment,0,0,pilot03_01_sleva_1340654271635,Explanation
1105,Euan,Other,72,pilot03,Joel,pilot03_01_stac_1338924295,3,61,1227,1,64,Assertion,thanks,861,Segment,0,0,pilot03_01_sleva_1340654281953,Continuation
1106,Joel,Other,72,pilot03,Euan,pilot03_01_stac_1338934295,3,62,1247,1,64,Assertion,Indeed.,862,Segment,0,0,pilot03_01_sleva_1340654287913,Acknowledgement
1107,Joel,Other,72,pilot03,Euan,pilot03_01_stac_1338934296,3,62,1254,1,64,Assertion,Shiny.,862,Segment,0,0,pilot03_01_sleva_1340654300968,Comment
1108,Joel,Other,72,pilot03,Euan,pilot03_01_stac_1338944295,3,63,1277,1,64,Assertion,No worries,863,Segment,0,0,pilot03_01_sleva_1340654302961,Comment
1109,Euan,Other,73,pilot03,Euan,pilot03_02_stac_1338324292,3,66,16,2,64,Assertion,Hm.,864,Segment,0,0,0,0
1110,All,Offer,73,pilot03,Euan,pilot03_02_stac_1338324293,3,66,34,2,64,Question, Anyone got wood?,864,Segment,0,0,pilot03_02_asoubeille_1338962893343,Continuation
1111,Euan,Refusal,73,pilot03,Joel,pilot03_02_stac_1338334292,3,67,51,2,64,Assertion,nope,865,Segment,0,0,pilot03_02_asoubeille_1338962937937,Question_answer_pair
1112,Euan,Other,73,pilot03,Cardlinger,pilot03_02_stac_1338344292,3,68,73,2,64,Assertion,lol,866,Segment,0,0,pilot03_02_asoubeille_1338963064187,Comment
1113,Euan,Other,73,pilot03,Cardlinger,pilot03_02_stac_1338344293,3,68,79,2,64,Assertion,sorry,866,Segment,0,0,pilot03_02_jhunter_1479465742086,Comment
1114,Euan,Refusal,73,pilot03,Cardlinger,pilot03_02_stac_1338344294,3,68,82,2,64,Assertion,no,866,Segment,0,0,pilot03_02_asoubeille_1338962996406,Question_answer_pair
1115,"Joel, Cardlinger",Other,73,pilot03,Euan,pilot03_02_stac_1338354292,3,69,102,2,64,Assertion,Oh well,867,Segment,0,0,pilot03_02_asoubeille_1338963110281,Comment
1116,"Cardlinger, Joel",Other,73,pilot03,Euan,pilot03_02_stac_1455023556,3,69,105,2,64,Assertion,^^,867,Segment,0,0,pilot03_02_jhunter_1458823889486,Continuation
1117,Euan,Other,73,pilot03,Cardlinger,pilot03_02_stac_1338364292,3,70,161,2,64,Assertion,"in time, and with enough 8s i am sure",868,Segment,pilot03_02_asoubeille_1338964072375,EDU,0,0
1118,Euan,Other,73,pilot03,Cardlinger,pilot03_02_stac_1338364293,3,70,181,2,64,Assertion,I'll be well wooded,868,Segment,pilot03_02_asoubeille_1338964072375,EDU,pilot03_02_asoubeille_1338963799843,Continuation
1119,Cardlinger,Other,73,pilot03,Euan,pilot03_02_stac_1338394292,3,73,202,2,64,Assertion,oh baby.,869,Segment,0,0,pilot03_02_nasher_1413879764515,Comment
1120,All,Other,74,pilot03,jon,pilot03_02_stac_1338424292,3,76,218,2,65,Assertion,mm -,870,Segment,pilot03_02_asoubeille_1338964262703,EDU,0,0
1121,All,Offer,74,pilot03,jon,pilot03_02_stac_1338424293,3,76,235,2,65,Question,anyone got clay?,870,Segment,pilot03_02_asoubeille_1338964262703,EDU,pilot03_02_asoubeille_1339687245484,Continuation
1122,All,Offer,74,pilot03,jon,pilot03_02_stac_1338424294,3,76,252,2,65,Question,For ore perhaps?,870,Segment,pilot03_02_asoubeille_1338964262703,EDU,pilot03_02_asoubeille_1338964212234,Elaboration
1123,jon,Refusal,74,pilot03,Joel,pilot03_02_stac_1338434292,3,77,269,2,65,Assertion,nope,871,Segment,0,0,pilot03_02_nasher_1413880574911,Question_answer_pair
1124,jon,Accept,74,pilot03,Cardlinger,pilot03_02_stac_1338444292,3,78,298,2,65,Assertion,i got clay,872,Segment,0,0,pilot03_02_nasher_1413880582103,Question_answer_pair
1125,All,Other,74,pilot03,jon,pilot03_02_stac_1338454292,3,79,314,2,65,Assertion,Ok -,873,Segment,0,0,pilot03_02_asoubeille_1338964509687,Acknowledgement
1126,All,Other,74,pilot03,jon,pilot03_02_stac_1338454293,3,79,323,2,65,Assertion,I'm done,873,Segment,0,0,pilot03_02_asoubeille_1338964521765,Elaboration
1127,Cardlinger,Other,74,pilot03,jon,pilot03_02_stac_1338474292,3,81,345,2,65,Assertion,too late -,874,Segment,0,0,pilot03_02_asoubeille_1338964560593,Comment
1128,Cardlinger,Other,74,pilot03,jon,pilot03_02_stac_1338474293,3,81,350,2,65,Assertion,doh!,874,Segment,0,0,pilot03_02_asoubeille_1338964588031,Comment
1129,jon,Other,74,pilot03,Cardlinger,pilot03_02_stacutil_1403100467,3,82,381,2,65,Assertion,next time :),875,Segment,0,0,pilot03_02_asoubeille_1338964611015,Comment
1130,All,Other,75,pilot03,Euan,pilot03_02_stac_1338514292,3,85,429,2,66,Assertion,So I get to say the legendary line.,876,Segment,0,0,0,0
1131,All,Offer,75,pilot03,Euan,pilot03_02_stacutil_1403100468,3,86,473,2,66,Question,"""Anyone got wood for sheep?"" :D",877,Segment,0,0,pilot03_02_asoubeille_1338964701921,Elaboration
1132,Euan,Other,75,pilot03,Cardlinger,pilot03_02_stac_1338534292,3,87,495,2,66,Assertion,lol,878,Segment,0,0,pilot03_02_asoubeille_1338964731671,Comment
1133,Euan,Other,75,pilot03,Joel,pilot03_02_stac_1338544292,3,88,514,2,66,Assertion,oh boy,879,Segment,0,0,pilot03_02_asoubeille_1338964748406,Comment
1134,Euan,Other,75,pilot03,Joel,pilot03_02_stac_1338554292,3,89,531,2,66,Assertion,haha,880,Segment,0,0,pilot03_02_asoubeille_1338964761031,Continuation
1135,Euan,Refusal,75,pilot03,Cardlinger,pilot03_02_stac_1338564292,3,90,575,2,66,Assertion,lamentably I am sheepless,881,Segment,0,0,pilot03_02_asoubeille_1338964779671,Question_answer_pair
1136,Euan,Refusal,75,pilot03,Joel,pilot03_02_stac_1338574292,3,91,597,2,66,Assertion,same here,882,Segment,0,0,pilot03_02_asoubeille_1338964826671,Question_answer_pair
1137,Euan,Refusal,75,pilot03,Joel,pilot03_02_stac_1338574292,3,91,597,2,66,Assertion,same here,882,Segment,0,0,pilot03_02_nasher_1376805900298,Parallel
1138,Euan,Refusal,75,pilot03,jon,pilot03_02_stac_1338584292,3,92,614,2,66,Assertion,can't,883,Segment,0,0,pilot03_02_nasher_1376805970561,Question_answer_pair
1139,Euan,Other,75,pilot03,jon,pilot03_02_stac_1338584293,3,92,620,2,66,Assertion,sorry,883,Segment,0,0,pilot03_02_asoubeille_1338964867093,Comment
1140,All,Other,75,pilot03,Euan,pilot03_02_stac_1338594292,3,93,641,2,66,Assertion,Ah well.,884,Segment,pilot03_02_nasher_1376806123220,EDU,0,0
1141,All,Other,75,pilot03,Euan,pilot03_02_stac_1338594293,3,93,649,2,66,Assertion,I think,884,Segment,pilot03_02_nasher_1376806123220,EDU,pilot03_02_asoubeille_1338964959687,Continuation
1142,All,Other,75,pilot03,Euan,pilot03_02_stac_1338594294,3,93,688,2,66,Assertion,"I actually meant the other way around,",884,Segment,pilot03_02_nasher_1376806123220,EDU,pilot03_02_asoubeille_1338964982468,Continuation
1143,All,Other,75,pilot03,Euan,pilot03_02_stac_1338594295,3,93,730,2,66,Assertion,jumped too quickly on the legendary line.,884,Segment,pilot03_02_nasher_1376806123220,EDU,pilot03_02_asoubeille_1339687538203,Explanation
1144,All,Offer,75,pilot03,Euan,pilot03_02_stac_1338604292,3,94,758,2,66,Request,Sheep for wood?,885,Segment,0,0,pilot03_02_nasher_1376806196674,Elaboration
